,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
8946,Existing Customer,49.0,M,3.0,Unknown,Single,$60K - $80K,Blue,45.0,1.0,1.0,1.0,2122.0,1101.0,0.711,7404.0,103.0,0.515,0.519
8947,Existing Customer,43.0,M,4.0,High School,Married,$40K - $60K,Blue,35.0,1.0,1.0,1.0,3442.0,2517.0,0.62,7801.0,74.0,0.644,0.731
8948,Existing Customer,44.0,F,3.0,Uneducated,Married,Less than $40K,Blue,36.0,2.0,3.0,3.0,6680.0,1839.0,0.617,7632.0,95.0,0.532,0.275
8950,Existing Customer,44.0,F,2.0,High School,Married,$40K - $60K,Blue,32.0,2.0,2.0,3.0,7244.0,2031.0,0.7240000000000001,7925.0,90.0,0.5,0.28
8952,Attrited Customer,42.0,M,2.0,Post-Graduate,Married,$60K - $80K,Blue,27.0,2.0,2.0,2.0,2476.0,2250.0,0.9690000000000001,4659.0,48.0,0.6,0.909
8953,Existing Customer,40.0,F,1.0,Graduate,Married,Less than $40K,Blue,30.0,1.0,1.0,3.0,2019.0,803.0,0.882,8426.0,102.0,0.478,0.39799999999999996
8954,Existing Customer,54.0,F,2.0,Unknown,Divorced,Less than $40K,Blue,36.0,1.0,2.0,1.0,8758.0,1511.0,0.674,7680.0,89.0,0.508,0.17300000000000001
8956,Existing Customer,52.0,F,3.0,Graduate,Single,Less than $40K,Blue,36.0,2.0,1.0,2.0,2166.0,1458.0,0.7120000000000001,8215.0,109.0,0.535,0.6729999999999999
8957,Existing Customer,50.0,F,2.0,Doctorate,Single,Less than $40K,Blue,40.0,2.0,1.0,1.0,3449.0,1634.0,0.7759999999999999,8300.0,94.0,0.469,0.474
8958,Existing Customer,51.0,F,4.0,Graduate,Divorced,Less than $40K,Blue,36.0,2.0,3.0,2.0,2984.0,2512.0,0.861,8296.0,91.0,0.685,0.8420000000000001
8961,Attrited Customer,50.0,M,1.0,Post-Graduate,Unknown,$80K - $120K,Blue,38.0,2.0,3.0,4.0,2673.0,0.0,1.043,4929.0,54.0,0.45899999999999996,0.0
8963,Existing Customer,45.0,M,5.0,Uneducated,Single,$60K - $80K,Blue,32.0,1.0,2.0,1.0,20633.0,1989.0,0.67,7570.0,91.0,0.655,0.096
8965,Existing Customer,51.0,M,3.0,Unknown,Unknown,$120K +,Blue,44.0,2.0,2.0,3.0,11954.0,0.0,0.779,7345.0,93.0,0.55,0.0
8967,Attrited Customer,48.0,M,2.0,College,Divorced,$80K - $120K,Blue,40.0,4.0,3.0,3.0,4479.0,0.0,0.89,4520.0,63.0,0.37,0.0
8969,Existing Customer,58.0,F,2.0,Uneducated,Single,Unknown,Blue,44.0,1.0,2.0,2.0,2599.0,1407.0,0.727,8061.0,98.0,0.531,0.541
8970,Existing Customer,46.0,M,2.0,College,Divorced,$60K - $80K,Blue,37.0,1.0,3.0,1.0,10074.0,1223.0,0.955,8256.0,99.0,0.623,0.121
8971,Existing Customer,46.0,F,3.0,High School,Married,$40K - $60K,Blue,42.0,2.0,2.0,1.0,10901.0,1874.0,0.608,7498.0,90.0,0.5,0.172
8972,Existing Customer,42.0,F,5.0,Unknown,Single,Less than $40K,Blue,30.0,2.0,3.0,3.0,8325.0,0.0,0.823,8198.0,90.0,0.915,0.0
8979,Existing Customer,44.0,M,4.0,Uneducated,Unknown,$40K - $60K,Silver,40.0,1.0,1.0,2.0,18072.0,1378.0,0.73,8199.0,98.0,0.75,0.076
8981,Existing Customer,39.0,M,1.0,College,Unknown,$40K - $60K,Blue,32.0,1.0,1.0,3.0,4874.0,2317.0,0.8540000000000001,7776.0,98.0,0.782,0.475
8982,Existing Customer,50.0,M,3.0,College,Unknown,$60K - $80K,Blue,42.0,1.0,2.0,3.0,12889.0,1822.0,0.88,8272.0,79.0,0.8370000000000001,0.141
8983,Existing Customer,41.0,F,5.0,Graduate,Married,Less than $40K,Blue,31.0,2.0,3.0,1.0,7531.0,1692.0,0.7709999999999999,7768.0,92.0,0.878,0.225
8986,Existing Customer,46.0,M,2.0,Uneducated,Single,$60K - $80K,Blue,35.0,1.0,1.0,1.0,5131.0,1484.0,0.75,7432.0,92.0,0.5589999999999999,0.289
8991,Existing Customer,50.0,M,1.0,Graduate,Married,$60K - $80K,Blue,37.0,2.0,2.0,2.0,20708.0,1357.0,0.852,8503.0,88.0,0.5710000000000001,0.066
8992,Attrited Customer,47.0,F,3.0,Graduate,Married,Less than $40K,Silver,36.0,4.0,3.0,1.0,14057.0,1381.0,1.0390000000000001,4729.0,54.0,0.742,0.098
8996,Existing Customer,44.0,F,1.0,Unknown,Single,Less than $40K,Blue,33.0,1.0,3.0,1.0,2211.0,768.0,0.745,7527.0,88.0,0.66,0.34700000000000003
8997,Existing Customer,35.0,F,4.0,High School,Unknown,Unknown,Blue,26.0,2.0,1.0,2.0,16950.0,0.0,0.625,7821.0,97.0,0.672,0.0
8998,Existing Customer,44.0,M,3.0,Graduate,Married,$60K - $80K,Blue,24.0,1.0,1.0,3.0,15043.0,0.0,0.649,7234.0,83.0,0.6940000000000001,0.0
9001,Existing Customer,43.0,F,2.0,Unknown,Married,Less than $40K,Blue,30.0,1.0,3.0,2.0,2248.0,1853.0,0.6659999999999999,7739.0,101.0,0.9059999999999999,0.8240000000000001
9002,Existing Customer,45.0,F,4.0,Uneducated,Divorced,$40K - $60K,Blue,27.0,2.0,2.0,1.0,3670.0,1684.0,0.675,8608.0,100.0,0.515,0.45899999999999996
9005,Existing Customer,50.0,M,2.0,Unknown,Married,$60K - $80K,Blue,36.0,1.0,3.0,1.0,8014.0,1250.0,0.667,6950.0,84.0,0.585,0.156
9006,Existing Customer,44.0,F,4.0,Unknown,Married,Less than $40K,Blue,39.0,1.0,1.0,1.0,2771.0,1779.0,0.841,8268.0,73.0,0.698,0.642
9008,Attrited Customer,45.0,F,3.0,High School,Married,Unknown,Blue,40.0,1.0,4.0,2.0,8383.0,0.0,1.036,5460.0,63.0,0.853,0.0
9009,Existing Customer,44.0,F,2.0,Unknown,Single,Less than $40K,Gold,30.0,1.0,3.0,3.0,15365.0,630.0,0.807,7890.0,91.0,0.685,0.040999999999999995
9010,Attrited Customer,48.0,F,4.0,High School,Married,Less than $40K,Blue,30.0,2.0,3.0,2.0,2913.0,0.0,1.058,4955.0,56.0,0.8059999999999999,0.0
9011,Existing Customer,40.0,F,2.0,Uneducated,Single,Less than $40K,Blue,34.0,1.0,2.0,1.0,4748.0,2085.0,0.615,7288.0,88.0,0.6,0.439
9014,Attrited Customer,43.0,F,5.0,College,Single,$40K - $60K,Blue,32.0,2.0,3.0,1.0,11508.0,0.0,1.005,5242.0,74.0,0.574,0.0
9015,Existing Customer,45.0,F,4.0,Graduate,Unknown,Less than $40K,Blue,38.0,2.0,2.0,1.0,2396.0,887.0,0.604,7480.0,84.0,0.787,0.37
9016,Existing Customer,49.0,M,4.0,Uneducated,Married,$120K +,Blue,38.0,2.0,3.0,1.0,18991.0,1208.0,0.727,7716.0,83.0,0.804,0.064
9017,Attrited Customer,44.0,M,3.0,High School,Married,$80K - $120K,Blue,36.0,1.0,3.0,2.0,10908.0,0.0,0.983,4883.0,42.0,0.5,0.0
9018,Existing Customer,53.0,M,3.0,Graduate,Unknown,$40K - $60K,Blue,48.0,2.0,2.0,2.0,14627.0,1997.0,0.718,7766.0,82.0,0.745,0.13699999999999998
9021,Existing Customer,63.0,M,0.0,Uneducated,Single,$60K - $80K,Blue,36.0,2.0,3.0,1.0,7997.0,1096.0,0.716,7747.0,104.0,0.6509999999999999,0.13699999999999998
9026,Attrited Customer,62.0,M,1.0,High School,Single,$60K - $80K,Blue,46.0,2.0,3.0,3.0,7547.0,2477.0,1.021,5294.0,73.0,0.698,0.32799999999999996
9031,Existing Customer,44.0,F,4.0,Doctorate,Married,$40K - $60K,Blue,30.0,1.0,3.0,1.0,6329.0,1643.0,0.706,8514.0,109.0,0.73,0.26
9032,Existing Customer,42.0,M,3.0,Uneducated,Married,$40K - $60K,Blue,37.0,2.0,3.0,3.0,4960.0,1724.0,0.879,8218.0,88.0,0.9129999999999999,0.348
9034,Existing Customer,55.0,F,3.0,College,Single,Less than $40K,Gold,35.0,2.0,3.0,3.0,15987.0,1973.0,0.705,7345.0,98.0,0.46299999999999997,0.12300000000000001
9035,Existing Customer,52.0,F,1.0,Uneducated,Single,Less than $40K,Blue,36.0,2.0,2.0,1.0,3244.0,1855.0,0.7,8087.0,95.0,0.792,0.5720000000000001
9036,Existing Customer,48.0,M,4.0,Graduate,Married,$60K - $80K,Blue,37.0,1.0,2.0,3.0,7298.0,2517.0,0.838,7973.0,88.0,0.6920000000000001,0.345
9038,Existing Customer,47.0,M,2.0,Graduate,Married,$40K - $60K,Blue,42.0,2.0,3.0,3.0,2430.0,1657.0,0.659,8444.0,100.0,0.449,0.682
9039,Existing Customer,49.0,M,1.0,Graduate,Married,$120K +,Blue,29.0,2.0,3.0,2.0,7650.0,2045.0,0.8909999999999999,8609.0,109.0,0.758,0.267
9042,Existing Customer,56.0,M,2.0,Graduate,Single,$120K +,Blue,51.0,1.0,1.0,2.0,4675.0,1340.0,0.68,8037.0,100.0,0.852,0.287
9043,Existing Customer,61.0,M,1.0,Uneducated,Single,$40K - $60K,Blue,52.0,2.0,1.0,1.0,2177.0,1329.0,0.647,7037.0,82.0,0.745,0.61
9045,Existing Customer,49.0,F,2.0,Graduate,Married,Less than $40K,Blue,39.0,2.0,3.0,3.0,2821.0,1995.0,0.62,8220.0,103.0,0.635,0.7070000000000001
9046,Existing Customer,44.0,F,4.0,Uneducated,Married,Less than $40K,Blue,36.0,2.0,2.0,3.0,6769.0,1133.0,0.743,7986.0,88.0,0.6,0.16699999999999998
9053,Existing Customer,52.0,F,1.0,Graduate,Single,$40K - $60K,Blue,40.0,2.0,1.0,2.0,4705.0,890.0,0.723,8226.0,97.0,0.644,0.18899999999999997
9054,Existing Customer,39.0,M,3.0,High School,Married,$80K - $120K,Blue,27.0,1.0,3.0,1.0,19150.0,1093.0,0.716,8327.0,85.0,0.545,0.057
9057,Existing Customer,41.0,M,3.0,High School,Divorced,$80K - $120K,Blue,28.0,1.0,3.0,3.0,16627.0,2118.0,0.589,7996.0,99.0,0.597,0.127
9059,Existing Customer,40.0,M,3.0,High School,Married,$60K - $80K,Blue,28.0,2.0,3.0,1.0,11476.0,2365.0,0.65,8110.0,113.0,0.7659999999999999,0.20600000000000002
9061,Attrited Customer,44.0,M,2.0,Post-Graduate,Married,$60K - $80K,Blue,34.0,6.0,3.0,4.0,23026.0,2517.0,1.032,4909.0,52.0,0.625,0.109
9065,Existing Customer,44.0,M,3.0,College,Married,$40K - $60K,Silver,36.0,2.0,1.0,2.0,16199.0,1533.0,0.855,8150.0,106.0,0.631,0.095
9066,Existing Customer,54.0,F,1.0,Unknown,Single,Unknown,Blue,36.0,1.0,3.0,3.0,3723.0,1728.0,0.595,8554.0,99.0,0.6779999999999999,0.46399999999999997
9067,Existing Customer,45.0,M,2.0,Graduate,Single,Less than $40K,Silver,32.0,2.0,1.0,3.0,12695.0,1613.0,0.852,8328.0,94.0,0.843,0.127
9074,Attrited Customer,61.0,M,0.0,Post-Graduate,Single,$60K - $80K,Blue,43.0,5.0,3.0,2.0,12218.0,0.0,1.005,5272.0,62.0,0.59,0.0
9078,Existing Customer,39.0,F,1.0,Unknown,Single,Less than $40K,Platinum,35.0,1.0,2.0,3.0,15987.0,1494.0,0.731,8438.0,92.0,0.84,0.09300000000000001
9079,Existing Customer,55.0,F,0.0,Graduate,Single,Less than $40K,Silver,49.0,1.0,2.0,3.0,12094.0,1870.0,0.845,8285.0,106.0,0.738,0.155
9080,Existing Customer,44.0,M,4.0,High School,Single,$60K - $80K,Blue,36.0,1.0,1.0,3.0,2946.0,743.0,0.8270000000000001,8553.0,88.0,0.872,0.252
9081,Existing Customer,48.0,M,2.0,Uneducated,Single,$40K - $60K,Silver,40.0,2.0,3.0,2.0,17812.0,0.0,0.75,8379.0,106.0,0.606,0.0
9084,Existing Customer,45.0,F,2.0,Uneducated,Divorced,$40K - $60K,Silver,40.0,5.0,2.0,2.0,15785.0,1174.0,0.732,8097.0,105.0,0.8420000000000001,0.07400000000000001
9085,Attrited Customer,43.0,F,4.0,Graduate,Single,Less than $40K,Blue,32.0,4.0,3.0,1.0,3015.0,0.0,1.058,5372.0,75.0,0.596,0.0
9086,Existing Customer,40.0,F,3.0,High School,Married,$40K - $60K,Silver,34.0,2.0,2.0,2.0,19000.0,1568.0,0.688,8443.0,97.0,0.865,0.083
9087,Attrited Customer,49.0,M,2.0,High School,Married,$120K +,Blue,39.0,2.0,3.0,2.0,11714.0,949.0,1.036,5366.0,68.0,0.659,0.081
9092,Existing Customer,47.0,M,1.0,College,Married,$80K - $120K,Blue,39.0,2.0,3.0,1.0,5660.0,2210.0,0.583,7867.0,100.0,0.695,0.39
9097,Attrited Customer,46.0,F,4.0,High School,Unknown,Less than $40K,Blue,37.0,5.0,3.0,3.0,7552.0,0.0,1.047,5537.0,63.0,0.853,0.0
9098,Existing Customer,42.0,M,3.0,Unknown,Married,Less than $40K,Silver,31.0,1.0,1.0,1.0,14630.0,0.0,0.752,8217.0,99.0,0.65,0.0
9099,Attrited Customer,43.0,M,3.0,Graduate,Single,$40K - $60K,Blue,35.0,5.0,3.0,2.0,6080.0,787.0,0.975,4866.0,56.0,0.647,0.129
9101,Attrited Customer,49.0,M,4.0,Unknown,Unknown,$80K - $120K,Blue,39.0,2.0,2.0,2.0,2886.0,925.0,0.946,5481.0,58.0,0.758,0.321
9105,Existing Customer,59.0,M,0.0,Graduate,Single,$60K - $80K,Blue,46.0,2.0,3.0,2.0,17218.0,1829.0,0.638,7971.0,97.0,0.83,0.106
9110,Existing Customer,60.0,M,1.0,High School,Divorced,$40K - $60K,Blue,53.0,2.0,3.0,3.0,9369.0,1813.0,0.6579999999999999,7699.0,101.0,0.629,0.19399999999999998
9111,Existing Customer,51.0,M,0.0,High School,Unknown,$80K - $120K,Blue,44.0,2.0,2.0,3.0,22741.0,2176.0,0.6890000000000001,8438.0,100.0,0.887,0.096
9112,Attrited Customer,46.0,F,3.0,Unknown,Single,$40K - $60K,Blue,39.0,4.0,3.0,3.0,9110.0,2517.0,1.052,5290.0,69.0,0.816,0.276
9117,Existing Customer,49.0,F,3.0,Graduate,Single,$40K - $60K,Silver,36.0,1.0,3.0,1.0,20176.0,2219.0,0.693,8255.0,86.0,0.9109999999999999,0.11
9120,Attrited Customer,50.0,M,2.0,Unknown,Married,$40K - $60K,Blue,43.0,4.0,3.0,3.0,13067.0,0.0,1.061,5468.0,71.0,0.775,0.0
9121,Attrited Customer,45.0,F,3.0,High School,Married,$40K - $60K,Blue,37.0,6.0,2.0,2.0,3399.0,0.0,0.991,5529.0,78.0,0.66,0.0
9122,Existing Customer,45.0,M,2.0,High School,Married,$40K - $60K,Blue,33.0,1.0,3.0,3.0,11529.0,1823.0,0.727,8135.0,97.0,0.7020000000000001,0.158
9130,Existing Customer,47.0,F,4.0,Post-Graduate,Single,Less than $40K,Blue,27.0,1.0,2.0,2.0,8837.0,2517.0,0.618,8210.0,100.0,0.754,0.285
9133,Existing Customer,46.0,F,4.0,Uneducated,Divorced,Unknown,Blue,34.0,2.0,3.0,1.0,8110.0,1549.0,0.8079999999999999,8033.0,94.0,0.649,0.191
9135,Attrited Customer,58.0,M,2.0,Unknown,Single,$60K - $80K,Blue,48.0,2.0,1.0,2.0,2236.0,710.0,0.434,2562.0,38.0,0.462,0.318
9137,Attrited Customer,43.0,F,4.0,Uneducated,Married,Less than $40K,Blue,30.0,2.0,2.0,3.0,2082.0,1794.0,0.735,3423.0,48.0,0.92,0.862
9139,Existing Customer,55.0,M,4.0,Unknown,Single,$60K - $80K,Blue,48.0,2.0,2.0,3.0,18980.0,2517.0,0.655,8295.0,113.0,0.687,0.133
9142,Attrited Customer,41.0,F,1.0,High School,Single,$40K - $60K,Blue,36.0,4.0,3.0,3.0,2667.0,0.0,0.494,4399.0,54.0,0.862,0.0
9144,Attrited Customer,39.0,M,2.0,College,Married,$60K - $80K,Blue,26.0,1.0,2.0,2.0,3879.0,0.0,0.9279999999999999,7786.0,81.0,0.929,0.0
9149,Attrited Customer,56.0,F,1.0,College,Single,Less than $40K,Blue,48.0,4.0,2.0,2.0,2783.0,1763.0,0.344,3967.0,42.0,0.4,0.633
9152,Attrited Customer,43.0,F,5.0,Graduate,Married,Less than $40K,Silver,33.0,6.0,3.0,2.0,14806.0,2517.0,0.5579999999999999,4804.0,57.0,0.462,0.17
9157,Attrited Customer,51.0,F,1.0,Uneducated,Single,Less than $40K,Silver,41.0,6.0,2.0,3.0,14563.0,1309.0,0.708,6408.0,70.0,0.9440000000000001,0.09
9158,Attrited Customer,58.0,M,2.0,Uneducated,Single,$80K - $120K,Blue,46.0,1.0,3.0,1.0,10286.0,0.0,0.9079999999999999,8199.0,59.0,0.903,0.0
9166,Attrited Customer,49.0,F,2.0,Unknown,Married,Less than $40K,Blue,41.0,5.0,2.0,2.0,3243.0,0.0,0.685,6059.0,71.0,0.821,0.0
9183,Attrited Customer,48.0,F,4.0,Graduate,Single,Less than $40K,Platinum,37.0,5.0,3.0,4.0,15987.0,0.0,0.8270000000000001,7681.0,71.0,0.69,0.0
9187,Attrited Customer,61.0,M,1.0,Graduate,Unknown,$60K - $80K,Blue,53.0,1.0,1.0,2.0,6157.0,581.0,0.583,4041.0,65.0,0.5479999999999999,0.094
9195,Attrited Customer,43.0,M,4.0,Uneducated,Divorced,$80K - $120K,Blue,36.0,2.0,3.0,2.0,19333.0,0.0,0.9690000000000001,7847.0,63.0,0.75,0.0
9201,Attrited Customer,62.0,F,0.0,Uneducated,Single,Less than $40K,Blue,36.0,6.0,3.0,3.0,5780.0,0.0,0.39399999999999996,6613.0,40.0,0.429,0.0
9209,Attrited Customer,52.0,M,0.0,High School,Single,$60K - $80K,Blue,39.0,4.0,3.0,2.0,3764.0,0.0,0.7759999999999999,6574.0,69.0,0.865,0.0
9218,Attrited Customer,34.0,F,3.0,Graduate,Married,Less than $40K,Gold,36.0,6.0,3.0,2.0,15487.0,1847.0,0.943,7031.0,67.0,0.8109999999999999,0.11900000000000001
9230,Attrited Customer,31.0,F,0.0,Graduate,Single,Less than $40K,Blue,21.0,4.0,2.0,3.0,4598.0,0.0,0.439,6317.0,77.0,0.833,0.0
9232,Attrited Customer,45.0,M,5.0,Uneducated,Married,$80K - $120K,Blue,34.0,2.0,3.0,3.0,3435.0,2517.0,0.332,5567.0,51.0,0.545,0.733
9244,Attrited Customer,61.0,M,0.0,College,Single,$80K - $120K,Blue,50.0,2.0,4.0,3.0,21398.0,0.0,0.695,3119.0,53.0,0.767,0.0
9245,Attrited Customer,56.0,F,2.0,Unknown,Married,Less than $40K,Blue,48.0,2.0,4.0,2.0,4746.0,0.0,0.862,7154.0,66.0,1.062,0.0
9268,Attrited Customer,31.0,M,0.0,Post-Graduate,Married,Less than $40K,Blue,21.0,1.0,2.0,2.0,3768.0,0.0,0.799,6639.0,71.0,1.1520000000000001,0.0
9277,Attrited Customer,45.0,M,3.0,Graduate,Married,$40K - $60K,Blue,40.0,1.0,4.0,3.0,7979.0,0.0,0.465,5056.0,63.0,0.853,0.0
9281,Attrited Customer,61.0,M,0.0,Unknown,Single,$120K +,Blue,46.0,6.0,3.0,3.0,4650.0,1162.0,0.82,7976.0,74.0,1.056,0.25
9299,Attrited Customer,40.0,M,3.0,High School,Single,$80K - $120K,Blue,36.0,2.0,3.0,2.0,4620.0,0.0,0.654,6644.0,61.0,0.6940000000000001,0.0
9302,Attrited Customer,59.0,M,2.0,Graduate,Single,$60K - $80K,Blue,50.0,2.0,4.0,2.0,6224.0,0.0,0.8009999999999999,8291.0,69.0,1.0290000000000001,0.0
9321,Attrited Customer,55.0,F,2.0,Graduate,Married,Unknown,Blue,36.0,5.0,3.0,2.0,12494.0,0.0,0.5760000000000001,7026.0,69.0,0.917,0.0
9346,Attrited Customer,42.0,M,3.0,High School,Married,$80K - $120K,Blue,36.0,1.0,3.0,2.0,22993.0,0.0,1.004,7867.0,75.0,0.7859999999999999,0.0
9356,Attrited Customer,30.0,F,0.0,Graduate,Divorced,Less than $40K,Blue,18.0,5.0,1.0,1.0,4203.0,996.0,0.705,7292.0,68.0,0.7,0.237
9358,Attrited Customer,55.0,F,2.0,Graduate,Married,Less than $40K,Silver,45.0,6.0,3.0,3.0,12207.0,0.0,0.319,5838.0,74.0,1.056,0.0
9375,Attrited Customer,54.0,M,1.0,Post-Graduate,Unknown,$80K - $120K,Blue,36.0,1.0,3.0,2.0,18512.0,1664.0,0.889,8019.0,57.0,0.583,0.09
9382,Attrited Customer,41.0,M,5.0,Uneducated,Single,$80K - $120K,Blue,32.0,4.0,3.0,3.0,12094.0,0.0,0.995,8607.0,90.0,0.9570000000000001,0.0
9389,Attrited Customer,45.0,M,5.0,High School,Divorced,$120K +,Blue,36.0,2.0,3.0,2.0,5287.0,0.0,0.841,8392.0,69.0,0.6829999999999999,0.0
9415,Attrited Customer,48.0,M,2.0,Graduate,Married,$80K - $120K,Blue,28.0,1.0,3.0,3.0,14774.0,2517.0,0.9790000000000001,8293.0,63.0,0.703,0.17
9418,Attrited Customer,41.0,M,2.0,College,Married,$80K - $120K,Blue,33.0,2.0,3.0,3.0,14682.0,2517.0,1.041,8193.0,72.0,0.846,0.171
9432,Attrited Customer,43.0,M,4.0,High School,Married,$80K - $120K,Blue,35.0,2.0,3.0,2.0,10588.0,503.0,0.9179999999999999,7886.0,70.0,0.75,0.048
9435,Attrited Customer,52.0,F,4.0,Uneducated,Divorced,Unknown,Blue,42.0,4.0,4.0,1.0,12091.0,0.0,0.898,8127.0,74.0,0.805,0.0
9450,Attrited Customer,56.0,F,2.0,High School,Married,Less than $40K,Blue,46.0,4.0,3.0,3.0,9463.0,764.0,0.9940000000000001,7106.0,61.0,0.9059999999999999,0.081
9482,Attrited Customer,44.0,M,3.0,Graduate,Divorced,$40K - $60K,Blue,32.0,1.0,2.0,2.0,3575.0,0.0,0.843,7672.0,66.0,0.737,0.0
9483,Attrited Customer,44.0,F,2.0,Graduate,Unknown,$40K - $60K,Blue,34.0,2.0,3.0,3.0,5508.0,0.0,0.89,7507.0,78.0,0.733,0.0
9485,Attrited Customer,56.0,M,1.0,Uneducated,Single,$60K - $80K,Blue,36.0,6.0,4.0,3.0,15219.0,2281.0,0.8320000000000001,7625.0,78.0,0.95,0.15
9493,Attrited Customer,50.0,F,4.0,Graduate,Single,Less than $40K,Blue,37.0,1.0,2.0,3.0,3699.0,913.0,0.866,7297.0,71.0,0.69,0.247
9526,Attrited Customer,49.0,M,4.0,Graduate,Single,$80K - $120K,Blue,36.0,2.0,3.0,2.0,3999.0,0.0,0.938,7567.0,76.0,0.652,0.0
9530,Attrited Customer,55.0,M,3.0,Graduate,Single,$60K - $80K,Blue,46.0,2.0,4.0,2.0,4178.0,0.0,0.882,7914.0,54.0,0.862,0.0
9533,Attrited Customer,54.0,M,1.0,Graduate,Divorced,$80K - $120K,Blue,44.0,1.0,3.0,3.0,9580.0,132.0,0.32,5385.0,51.0,0.308,0.013999999999999999
9537,Attrited Customer,51.0,M,2.0,Unknown,Single,$120K +,Blue,42.0,2.0,4.0,2.0,14938.0,0.0,0.758,8192.0,80.0,0.778,0.0
9540,Attrited Customer,40.0,M,2.0,Uneducated,Married,$80K - $120K,Blue,30.0,6.0,2.0,3.0,20798.0,1059.0,1.0490000000000002,8038.0,90.0,0.8370000000000001,0.051
9545,Attrited Customer,48.0,F,3.0,Post-Graduate,Divorced,Less than $40K,Blue,36.0,5.0,3.0,1.0,9943.0,2138.0,0.9490000000000001,8325.0,54.0,1.0,0.215
9551,Attrited Customer,46.0,M,0.0,College,Single,$80K - $120K,Blue,39.0,2.0,3.0,3.0,16983.0,0.0,1.061,8526.0,79.0,0.8370000000000001,0.0
9566,Attrited Customer,56.0,M,2.0,Unknown,Married,Less than $40K,Blue,44.0,5.0,3.0,1.0,4390.0,0.0,1.005,8454.0,69.0,0.769,0.0
9570,Attrited Customer,31.0,M,2.0,Unknown,Unknown,$80K - $120K,Blue,18.0,2.0,1.0,3.0,4246.0,2517.0,0.951,8102.0,66.0,0.8859999999999999,0.593
9576,Attrited Customer,54.0,M,1.0,Unknown,Single,$80K - $120K,Blue,36.0,2.0,3.0,2.0,11077.0,573.0,0.973,8165.0,87.0,0.7759999999999999,0.052000000000000005
9597,Attrited Customer,57.0,M,1.0,Post-Graduate,Unknown,$80K - $120K,Blue,36.0,4.0,3.0,3.0,23714.0,0.0,0.981,8463.0,62.0,0.8240000000000001,0.0
9599,Attrited Customer,34.0,M,3.0,Post-Graduate,Single,$40K - $60K,Blue,28.0,2.0,3.0,2.0,3744.0,0.0,0.7959999999999999,8202.0,69.0,0.769,0.0
9627,Attrited Customer,43.0,M,2.0,Post-Graduate,Single,$60K - $80K,Blue,36.0,2.0,3.0,3.0,17306.0,0.0,0.4,6205.0,65.0,0.8059999999999999,0.0
9628,Attrited Customer,41.0,F,4.0,Uneducated,Single,Less than $40K,Gold,36.0,3.0,3.0,3.0,15987.0,0.0,0.598,7832.0,73.0,0.78,0.0
9641,Attrited Customer,51.0,F,3.0,Uneducated,Married,Less than $40K,Blue,33.0,3.0,3.0,3.0,7428.0,0.0,0.873,8078.0,62.0,0.722,0.0
9659,Attrited Customer,44.0,F,5.0,Post-Graduate,Unknown,Less than $40K,Blue,33.0,3.0,3.0,2.0,9073.0,2466.0,0.446,6793.0,60.0,1.069,0.272
9661,Attrited Customer,31.0,M,0.0,Graduate,Married,Less than $40K,Blue,36.0,3.0,2.0,3.0,6911.0,2517.0,0.934,8123.0,71.0,0.732,0.364
9668,Attrited Customer,46.0,M,3.0,College,Married,$60K - $80K,Blue,39.0,3.0,3.0,2.0,13344.0,1907.0,0.8320000000000001,8534.0,86.0,0.83,0.14300000000000002
9680,Attrited Customer,35.0,F,0.0,Doctorate,Married,Less than $40K,Blue,27.0,2.0,3.0,2.0,3876.0,0.0,0.848,7712.0,73.0,0.825,0.0
9683,Attrited Customer,32.0,M,3.0,Graduate,Married,$40K - $60K,Blue,20.0,2.0,2.0,2.0,3264.0,0.0,0.5489999999999999,6439.0,63.0,0.75,0.0
9687,Attrited Customer,52.0,M,1.0,Unknown,Single,$40K - $60K,Blue,36.0,3.0,3.0,4.0,4826.0,0.0,0.9540000000000001,8585.0,62.0,1.0,0.0
9688,Attrited Customer,43.0,M,5.0,Graduate,Married,$60K - $80K,Blue,25.0,1.0,2.0,3.0,4259.0,0.0,0.934,7993.0,71.0,0.6509999999999999,0.0
9693,Attrited Customer,32.0,M,0.0,College,Single,$60K - $80K,Blue,24.0,3.0,2.0,3.0,4097.0,0.0,0.836,8376.0,64.0,0.684,0.0
9694,Attrited Customer,41.0,F,3.0,High School,Married,Less than $40K,Blue,31.0,3.0,3.0,3.0,3952.0,0.0,1.002,8241.0,82.0,0.9520000000000001,0.0
9698,Attrited Customer,50.0,F,0.0,Graduate,Married,Less than $40K,Blue,38.0,2.0,3.0,1.0,4935.0,1574.0,1.01,8527.0,84.0,0.5,0.319
9700,Attrited Customer,47.0,M,2.0,Graduate,Married,$80K - $120K,Blue,36.0,3.0,3.0,2.0,12933.0,2239.0,0.445,6564.0,56.0,0.514,0.17300000000000001
